case_id,source_extract_id,expected_family,top1_family,top3_families,top3_scores,top1_correct,top3_correct,acceptance_override_used,disallow_violated,no_confident_hit,query_type,adversarial_type,query_reaction_types_ko,pruned_mismatch_count,notes
broad_finkelstein_reaction_885,885,Finkelstein Reaction,Finkelstein Reaction,Finkelstein Reaction | Williamson Ether Synthesis | Brown Hydroboration Reaction,1.784 | 0.674 | 0.66,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_fischer_indole_synthesis_897,897,Fischer Indole Synthesis,Fischer Indole Synthesis,Fischer Indole Synthesis | Madelung Indole Synthesis | Wolff-Kishner Reduction,3.656 | 1.815 | 1.565,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_fleming-tamao_oxidation_899,899,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation | Eschweiler-Clarke Methylation | Clemmensen Reduction,3.109 | 2.302 | 1.93,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_friedel-crafts_acylation_901,901,Friedel-Crafts Acylation,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Lieben Haloform Reaction | Friedel-Crafts Alkylation,2.203 | 0.817 | 0.798,True,True,False,,False,reaction,,탈카복실화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_friedel-crafts_alkylation_903,903,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation | Friedel-Crafts Acylation | Gattermann and Gattermann-Koch Formylation,5.265 | 2.112 | 1.541,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_fries_rearrangement_592,592,Fries Rearrangement,Fries Rearrangement,Fries Rearrangement | Friedel-Crafts Acylation | Lieben Haloform Reaction,5.317 | 2.871 | 2.82,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_furukawa_modification_928,928,Furukawa Modification,Furukawa Modification,Furukawa Modification | Simmons-Smith Cyclopropanation | Shi Asymmetric Epoxidation,2.85 | 2.484 | 2.056,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_gabriel_synthesis_517,517,Gabriel Synthesis,Gabriel Synthesis,Gabriel Synthesis | Malonic Ester Synthesis | Williamson Ether Synthesis,4.613 | 1.534 | 1.173,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_gattermann_and_gattermann-koch_formylation_930,930,Gattermann and Gattermann-Koch Formylation,Gattermann and Gattermann-Koch Formylation,Gattermann and Gattermann-Koch Formylation | Friedel-Crafts Acylation | Kornblum Oxidation,2.581 | 2.281 | 1.972,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_glaser_coupling_915,915,Glaser Coupling,Glaser Coupling,Glaser Coupling | Alkyne Metathesis | Schwartz Hydrozirconation,1.928 | 1.703 | 1.625,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_grignard_reaction_520,520,Grignard Reaction,Grignard Reaction,Grignard Reaction | Wolff-Kishner Reduction | Noyori Asymmetric Hydrogenation,4.548 | 2.17 | 1.894,True,True,False,,False,reaction,,환원,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_grob_fragmentation_521,521,Grob Fragmentation,Grob Fragmentation,Grob Fragmentation | Pinacol and Semipinacol Rearrangement | Nef Reaction,4.02 | 1.299 | 1.26,True,True,False,,False,reaction,,산화 | 탈수,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hajos-parrish_reaction_979,979,Hajos-Parrish Reaction,Hajos-Parrish Reaction,Hajos-Parrish Reaction | Robinson Annulation | Enders SAMP/RAMP Hydrazone Alkylation,3.155 | 1.066 | 0.683,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hantzsch_dihydropyridine_synthesis_905,905,Hantzsch Dihydropyridine Synthesis,Acetoacetic Ester Synthesis,Acetoacetic Ester Synthesis | Regitz Diazo Transfer | Kulinkovich Reaction,2.838 | 1.757 | 1.448,False,False,False,,False,reaction,,산화 | 환원 | ester/lactone 삽입형 산화,3,Phase 2 broad benchmark — representative reaction per rich family.
broad_heck_reaction_919,919,Heck Reaction,Heck Reaction,Heck Reaction | Alkene (Olefin) Metathesis | Meerwein Arylation,6.019 | 2.616 | 1.799,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_heine_reaction_1000,1000,Heine Reaction,Heine Reaction,Heine Reaction | Bischler-Napieralski Isoquinoline Synthesis | Lieben Haloform Reaction,3.349 | 1.297 | 0.971,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hell-volhard-zelinsky_reaction_921,921,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction | Favorskii and Homo-Favorskii Rearrangement | Enders SAMP/RAMP Hydrazone Alkylation,3.339 | 0.99 | 0.981,True,True,False,,False,reaction,,,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_henry_reaction_923,923,Henry Reaction,Henry Reaction,Henry Reaction | Benzoin and Retro-Benzoin Condensation | Danishefsky's Diene Cycloaddition,5.355 | 1.612 | 1.59,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hetero_diels-alder_cycloaddition_(hda)_907,907,Hetero Diels-Alder Cycloaddition (HDA),Hetero Diels-Alder Cycloaddition (HDA),Hetero Diels-Alder Cycloaddition (HDA) | Alder (Ene) Reaction (Hydro-Allyl Addition) | Diels-Alder Cycloaddition,3.279 | 1.949 | 1.207,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hofmann_elimination_528,528,Hofmann Elimination,Hofmann Elimination,Hofmann Elimination | Polonovski Reaction | Grob Fragmentation,3.882 | 1.15 | 1.113,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hofmann_rearrangement_911,911,Hofmann Rearrangement,Hofmann Rearrangement,Hofmann Rearrangement | Curtius Rearrangement | Schmidt Reaction,4.464 | 2.835 | 2.454,True,True,False,,False,reaction,,환원,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_hofmann-loffler-freytag_reaction_800,800,Hofmann-Loffler-Freytag Reaction,Hofmann-Loffler-Freytag Reaction,Hofmann-Loffler-Freytag Reaction | Eschenmoser-Tanabe Fragmentation | Neber Rearrangement,3.105 | 0.527 | 0.525,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_horner-wadsworth-emmons_olefination_913,913,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Wittig Reaction | Stetter Reaction,8.525 | 3.413 | 2.16,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_horner-wadsworth-emmons_olefination_–_still-gennari_modification_944,944,Horner-Wadsworth-Emmons Olefination – Still-Gennari Modification,Pinnick Oxidation,Pinnick Oxidation | Stetter Reaction | Alkene (Olefin) Metathesis,2.193 | 2.154 | 2.07,False,False,False,,False,reaction,,산화 | ester/lactone 삽입형 산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_houben-hoesch_reaction_802,802,Houben-Hoesch Reaction,Houben-Hoesch Reaction,Houben-Hoesch Reaction | Reimer-Tiemann Reaction | Kolbe-Schmitt Reaction,4.726 | 2.114 | 1.661,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hunsdiecker_reaction_932,932,Hunsdiecker Reaction,Hunsdiecker Reaction,Hunsdiecker Reaction | Wolff-Kishner Reduction | Aza-Wittig Reaction,0.697 | 0.546 | 0.522,True,True,False,,False,reaction,,탈산소화 | 탈카복실화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_intramolecular_nitrile_oxide_cycloaddition_1003,1003,Intramolecular Nitrile Oxide Cycloaddition,Intramolecular Nitrile Oxide Cycloaddition,Intramolecular Nitrile Oxide Cycloaddition | Baldwin's Rules / Guidelines for Ring-Closing Reactions | Sharpless Asymmetric Epoxidation,2.748 | 0.514 | 0.354,True,True,False,,False,reaction,,oxime 재배열,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_jacobsen_hydrolytic_kinetic_resolution_535,535,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution | Payne Rearrangement | Prilezhaev Reaction,4.382 | 0.783 | 0.629,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_jacobsen-katsuki_epoxidation_934,934,Jacobsen-Katsuki Epoxidation,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction,2.682 | 2.337 | 2.337,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_japp-klingemann_reaction_469,469,Japp-Klingemann Reaction,Japp-Klingemann Reaction,Japp-Klingemann Reaction | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction,2.838 | 2.129 | 1.893,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_johnson-claisen_rearrangement_537,537,Johnson-Claisen Rearrangement,Johnson-Claisen Rearrangement,Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement | Sharpless Asymmetric Epoxidation,5.18 | 2.016 | 1.31,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_jones_oxidation_936,936,Jones Oxidation,Jones Oxidation,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,4.118 | 3.3 | 2.816,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_julia-lythgoe_olefination_946,946,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination | Corey-Winter Olefination | Kornblum Oxidation,6.882 | 3.156 | 3.101,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kagan-molander_samarium_diiodide-mediated_coupling_540,540,Kagan-Molander Samarium Diiodide-Mediated Coupling,Kagan-Molander Samarium Diiodide-Mediated Coupling,Kagan-Molander Samarium Diiodide-Mediated Coupling | Seyferth-Gilbert Homologation | Pfitzner-Moffatt Oxidation,1.831 | 1.429 | 1.35,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kahne_glycosidation_541,541,Kahne Glycosidation,Kahne Glycosidation,Kahne Glycosidation | Koenigs-Knorr Glycosidation | Alkene (Olefin) Metathesis,2.129 | 0.797 | 0.45,True,True,False,,False,reaction,,탈산소화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_keck_asymmetric_allylation_542,542,Keck Asymmetric Allylation,Keck Asymmetric Allylation,Keck Asymmetric Allylation | Roush Asymmetric Allylation | Grignard Reaction,6.795 | 2.758 | 1.693,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_keck_macrolactonization_1015,1015,Keck Macrolactonization,Corey-Nicolaou Macrolactonization,Corey-Nicolaou Macrolactonization | Keck Macrolactonization | Yamaguchi Macrolactonization,1.782 | 1.782 | 1.782,False,True,False,,False,reaction,,산화 | 탈카복실화 | ester/lactone 삽입형 산화,3,Phase 2 broad benchmark — representative reaction per rich family.
broad_keck_radical_allylation_1018,1018,Keck Radical Allylation,Keck Radical Allylation,Keck Radical Allylation | Johnson-Claisen Rearrangement | Acetoacetic Ester Synthesis,2.608 | 1.565 | 1.552,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_knoevenagel_condensation_948,948,Knoevenagel Condensation,Pinnick Oxidation,Pinnick Oxidation | Knoevenagel Condensation | Danishefsky's Diene Cycloaddition,2.009 | 1.773 | 1.746,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_knorr_pyrrole_synthesis_455,455,Knorr Pyrrole Synthesis,Knorr Pyrrole Synthesis,Knorr Pyrrole Synthesis | Acetoacetic Ester Synthesis | Stobbe Condensation,7.334 | 4.228 | 3.782,True,True,False,,False,reaction,,다성분 축합 | 당/다가산소 재배열,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_koenigs-knorr_glycosidation_546,546,Koenigs-Knorr Glycosidation,Koenigs-Knorr Glycosidation,Koenigs-Knorr Glycosidation | Ferrier Reaction | Kahne Glycosidation,2.313 | 0.894 | 0.863,True,True,False,,False,reaction,,탈산소화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_kolbe-schmitt_reaction_1024,1024,Kolbe-Schmitt Reaction,Kolbe-Schmitt Reaction,Kolbe-Schmitt Reaction | Reimer-Tiemann Reaction | Dakin Oxidation,3.526 | 3.084 | 2.091,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kornblum_oxidation_952,952,Kornblum Oxidation,Kornblum Oxidation,Kornblum Oxidation | Gattermann and Gattermann-Koch Formylation | Corey-Winter Olefination,4.388 | 2.272 | 2.095,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_krapcho_dealkoxycarbonylation_(krapcho_reaction)_954,954,Krapcho Dealkoxycarbonylation (Krapcho Reaction),Krapcho Dealkoxycarbonylation (Krapcho Reaction),Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Wolff-Kishner Reduction | Clemmensen Reduction,3.03 | 1.953 | 1.829,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kröhnke_pyridine_synthesis_550,550,Kröhnke Pyridine Synthesis,Kröhnke Pyridine Synthesis,Kröhnke Pyridine Synthesis | Lieben Haloform Reaction | Mannich Reaction,2.917 | 1.853 | 1.833,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kulinkovich_reaction_1030,1030,Kulinkovich Reaction,Kulinkovich Reaction,Kulinkovich Reaction | Kulinovich Reaction | Malonic Ester Synthesis,3.045 | 1.643 | 1.384,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kulinovich_reaction_1033,1033,Kulinovich Reaction,Kulinovich Reaction,Kulinovich Reaction | Kulinkovich Reaction | Malonic Ester Synthesis,3.113 | 1.11 | 0.778,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kumada_cross-coupling_553,553,Kumada Cross-Coupling,Kumada Cross-Coupling,Kumada Cross-Coupling | Sandmeyer Reaction | Kornblum Oxidation,2.186 | 1.914 | 1.75,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_larock_indole_synthesis_1036,1036,Larock Indole Synthesis,Ullmann Reaction / Coupling / Biaryl Synthesis,Ullmann Reaction / Coupling / Biaryl Synthesis | Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling) | Buchwald-Hartwig Cross-Coupling,1.908 | 0.999 | 0.602,False,False,False,,False,reaction,,커플링,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ley_oxidation_958,958,Ley Oxidation,Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,4.388 | 4.388 | 3.403,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_lieben_haloform_reaction_456,456,Lieben Haloform Reaction,Lieben Haloform Reaction,Lieben Haloform Reaction | Mannich Reaction | Schmidt Reaction,5.901 | 3.214 | 2.453,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_lossen_rearrangement_962,962,Lossen Rearrangement,Lossen Rearrangement,Lossen Rearrangement | Curtius Rearrangement | Lieben Haloform Reaction,4.189 | 2.318 | 1.849,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_luche_reduction_964,964,Luche Reduction,Luche Reduction,Luche Reduction | Birch Reduction | Nagata Hydrocyanation,2.696 | 1.454 | 1.421,True,True,False,,False,reaction,,환원,2,Phase 2 broad benchmark — representative reaction per rich family.
broad_madelung_indole_synthesis_1039,1039,Madelung Indole Synthesis,Madelung Indole Synthesis,Madelung Indole Synthesis | Fischer Indole Synthesis | Bartoli Indole Synthesis,3.155 | 1.248 | 1.003,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_malonic_ester_synthesis_460,460,Malonic Ester Synthesis,Malonic Ester Synthesis,Malonic Ester Synthesis | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Regitz Diazo Transfer,5.274 | 1.55 | 1.524,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_mannich_reaction_471,471,Mannich Reaction,Mannich Reaction,Mannich Reaction | Lieben Haloform Reaction | Wolff-Kishner Reduction,6.485 | 3.176 | 3.122,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_mcmurry_coupling_1045,1045,McMurry Coupling,Wolff-Kishner Reduction,Wolff-Kishner Reduction | Lieben Haloform Reaction | Mannich Reaction,3.377 | 3.363 | 3.194,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_meerwein_arylation_555,555,Meerwein Arylation,Meerwein Arylation,Meerwein Arylation | Sandmeyer Reaction | Balz-Schiemann Reaction (Schiemann Reaction),4.548 | 2.737 | 2.193,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_meerwein-ponndorf-verley_reduction_1051,1051,Meerwein-Ponndorf-Verley Reduction,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,4.447 | 4.054 | 3.564,False,False,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_meisenheimer_rearrangement_1054,1054,Meisenheimer Rearrangement,Meisenheimer Rearrangement,Meisenheimer Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement,3.363 | 2.322 | 2.06,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_meyer-schuster_and_rupe_rearrangement_1057,1057,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement | Riley Selenium Dioxide Oxidation | Schwartz Hydrozirconation,1.914 | 0.698 | 0.63,True,True,False,,False,reaction,,산화 | 탈수,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_michael_addition_reaction_610,610,Michael Addition Reaction,Malonic Ester Synthesis,Malonic Ester Synthesis | Acetoacetic Ester Synthesis | Michael Addition Reaction,2.981 | 2.718 | 2.545,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_midland_alpine_borane_reduction_1063,1063,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction | Nicholas Reaction | Robinson Annulation,1.842 | 0.735 | 0.568,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_minisci_reaction_561,561,Minisci Reaction,Barton Radical Decarboxylation Reaction,Barton Radical Decarboxylation Reaction | Minisci Reaction | Barton Radical Decarboxylation,1.286 | 1.137 | 0.614,False,True,False,,False,reaction,,탈산소화 | 탈카복실화,2,Phase 2 broad benchmark — representative reaction per rich family.
broad_mislow-evans_rearrangement_1069,1069,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement | Aldol Reaction | Oppenauer Oxidation,2.337 | 0.902 | 0.868,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_mitsunobu_reaction_612,612,Mitsunobu Reaction,Aldol Reaction,Aldol Reaction | Regitz Diazo Transfer | Lieben Haloform Reaction,1.11 | 1.027 | 0.885,False,False,False,,False,reaction,,산화 | 탈카복실화 | ester/lactone 삽입형 산화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_miyaura_boration_564,564,Miyaura Boration,Ullmann Reaction / Coupling / Biaryl Synthesis,Ullmann Reaction / Coupling / Biaryl Synthesis | Miyaura Boration | Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling),2.915 | 2.086 | 1.965,False,True,False,,False,reaction,,커플링,2,Phase 2 broad benchmark — representative reaction per rich family.
broad_mukaiyama_aldol_reaction_565,565,Mukaiyama Aldol Reaction,Mukaiyama Aldol Reaction,Mukaiyama Aldol Reaction | Danishefsky's Diene Cycloaddition | Grignard Reaction,1.92 | 1.59 | 1.57,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_myers_asymmetric_alkylation_1081,1081,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation | Mannich Reaction | Clemmensen Reduction,3.503 | 0.809 | 0.74,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nagata_hydrocyanation_1084,1084,Nagata Hydrocyanation,Nagata Hydrocyanation,Nagata Hydrocyanation | Luche Reduction | Stork Enamine Synthesis,3.194 | 1.421 | 1.302,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nazarov_cyclization_1087,1087,Nazarov Cyclization,Nazarov Cyclization,Nazarov Cyclization | Pinnick Oxidation | Stetter Reaction,2.974 | 1.236 | 1.159,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_neber_rearrangement_1090,1090,Neber Rearrangement,Neber Rearrangement,Neber Rearrangement | Clemmensen Reduction | Eschweiler-Clarke Methylation,2.92 | 1.634 | 1.538,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nef_reaction_1093,1093,Nef Reaction,Nef Reaction,Nef Reaction | Wacker Oxidation | Riley Selenium Dioxide Oxidation,2.312 | 0.458 | 0.414,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_negishi_cross-coupling_1096,1096,Negishi Cross-Coupling,Sandmeyer Reaction,Sandmeyer Reaction | Kumada Cross-Coupling | Kornblum Oxidation,1.914 | 1.766 | 1.75,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nenitzescu_indole_synthesis_1099,1099,Nenitzescu Indole Synthesis,Nenitzescu Indole Synthesis,Nenitzescu Indole Synthesis | Aldol Reaction | Dienone-Phenol Rearrangement,1.291 | 0.521 | 0.455,True,True,False,,False,reaction,,환원 | 다성분 축합,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_nicholas_reaction_1102,1102,Nicholas Reaction,Barton-McCombie Radical Deoxygenation Reaction,Barton-McCombie Radical Deoxygenation Reaction | Alkyne Metathesis | Nicholas Reaction,1.509 | 1.279 | 1.254,False,True,False,,False,reaction,,탈산소화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_noyori_asymmetric_hydrogenation_1105,1105,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,4.447 | 4.054 | 3.564,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nozaki-hiyama-kishi_reaction_1108,1108,Nozaki-Hiyama-Kishi Reaction,Sharpless Asymmetric Dihydroxylation,Sharpless Asymmetric Dihydroxylation | Pinnick Oxidation | Takai-Utimoto Olefination (Takai Reaction),2.854 | 2.576 | 2.504,False,False,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_oppenauer_oxidation_1111,1111,Oppenauer Oxidation,Mitsunobu Reaction,Mitsunobu Reaction | Corey-Kim Oxidation | Dess-Martin Oxidation,3.431 | 3.407 | 3.407,False,False,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_overman_rearrangement_1114,1114,Overman Rearrangement,Overman Rearrangement,Overman Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation,3.264 | 1.136 | 0.957,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_oxy-cope_rearrangement_and_anionic_oxy-cope_rearrangement_1117,1117,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement | Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement,2.845 | 1.321 | 0.957,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_paal-knorr_furan_synthesis_1120,1120,Paal-Knorr Furan Synthesis,Paal-Knorr Furan Synthesis,Paal-Knorr Furan Synthesis | Robinson Annulation | Enders SAMP/RAMP Hydrazone Alkylation,4.278 | 1.276 | 0.994,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_paal-knorr_pyrrole_synthesis_1123,1123,Paal-Knorr Pyrrole Synthesis,Robinson Annulation,Robinson Annulation | Strecker Reaction | Enders SAMP/RAMP Hydrazone Alkylation,1.276 | 1.05 | 0.994,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_passerini_multicomponent_reaction_1126,1126,Passerini Multicomponent Reaction,Aldol Reaction,Aldol Reaction | Stetter Reaction | Grignard Reaction,1.627 | 0.976 | 0.873,False,False,False,,False,reaction,,산화 | 탈카복실화 | ester/lactone 삽입형 산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_paternò-büchi_reaction_1129,1129,Paternò-Büchi Reaction,Paternò-Büchi Reaction,Paternò-Büchi Reaction | Alder (Ene) Reaction (Hydro-Allyl Addition) | Aldol Reaction,2.743 | 1.508 | 1.4,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pauson-khand_reaction_1132,1132,Pauson-Khand Reaction,Pauson-Khand Reaction,Pauson-Khand Reaction | De Mayo Cycloaddition | Schwartz Hydrozirconation,2.626 | 1.134 | 1.132,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_payne_rearrangement_1135,1135,Payne Rearrangement,Payne Rearrangement,Payne Rearrangement | Jacobsen Hydrolytic Kinetic Resolution | Sharpless Asymmetric Epoxidation,1.977 | 0.836 | 0.562,True,True,False,,False,reaction,,,3,Phase 2 broad benchmark — representative reaction per rich family.
broad_perkin_reaction_1138,1138,Perkin Reaction,Perkin Reaction,Perkin Reaction | Pinnick Oxidation | Stetter Reaction,6.546 | 2.705 | 2.663,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_petasis_boronic_acid-mannich_reaction_1141,1141,Petasis Boronic Acid-Mannich Reaction,Aldol Reaction,Aldol Reaction | Benzoin and Retro-Benzoin Condensation | Petasis Boronic Acid-Mannich Reaction,0.979 | 0.894 | 0.651,False,True,False,,False,reaction,,탈카복실화 | 다성분 축합,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_petasis-ferrier_rearrangement_1144,1144,Petasis-Ferrier Rearrangement,Petasis-Ferrier Rearrangement,Petasis-Ferrier Rearrangement | Prilezhaev Reaction | Shi Asymmetric Epoxidation,2.867 | 0.725 | 0.603,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
