case_id,source_extract_id,expected_family,top1_family,top3_families,top3_scores,top1_correct,top3_correct,acceptance_override_used,disallow_violated,no_confident_hit,query_type,adversarial_type,query_reaction_types_ko,pruned_mismatch_count,notes
broad_ferrier_reaction_891,891,Ferrier Reaction,Ferrier Reaction,Ferrier Reaction | Koenigs-Knorr Glycosidation | Kahne Glycosidation,1.397 | 0.479 | 0.468,True,True,False,,False,reaction,,탈산소화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_finkelstein_reaction_885,885,Finkelstein Reaction,Finkelstein Reaction,Finkelstein Reaction | Tsuji-Wilkinson Decarbonylation Reaction | Williamson Ether Synthesis,1.784 | 0.768 | 0.674,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_fischer_indole_synthesis_897,897,Fischer Indole Synthesis,Fischer Indole Synthesis,Fischer Indole Synthesis | Madelung Indole Synthesis | Wolff-Kishner Reduction,3.656 | 1.815 | 1.422,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_fleming-tamao_oxidation_899,899,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation | Eschweiler-Clarke Methylation | Wolff-Kishner Reduction,3.109 | 2.302 | 1.946,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_friedel-crafts_acylation_901,901,Friedel-Crafts Acylation,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Aza-Wittig Reaction | Claisen Condensation / Claisen Reaction,2.203 | 1.307 | 1.28,True,True,False,,False,reaction,,탈카복실화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_friedel-crafts_alkylation_903,903,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation | Friedel-Crafts Acylation | Gattermann and Gattermann-Koch Formylation,5.265 | 2.112 | 1.541,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_fries_rearrangement_592,592,Fries Rearrangement,Fries Rearrangement,Fries Rearrangement | Friedel-Crafts Acylation | Lieben Haloform Reaction,5.317 | 2.871 | 2.82,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_furukawa_modification_928,928,Furukawa Modification,Furukawa Modification,Furukawa Modification | Simmons-Smith Cyclopropanation | Shi Asymmetric Epoxidation,2.85 | 2.484 | 2.056,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_gabriel_synthesis_517,517,Gabriel Synthesis,Gabriel Synthesis,Gabriel Synthesis | Malonic Ester Synthesis | Williamson Ether Synthesis,4.613 | 1.534 | 1.173,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_gattermann_and_gattermann-koch_formylation_930,930,Gattermann and Gattermann-Koch Formylation,Gattermann and Gattermann-Koch Formylation,Gattermann and Gattermann-Koch Formylation | Friedel-Crafts Acylation | Kornblum Oxidation,2.581 | 2.281 | 1.972,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_glaser_coupling_915,915,Glaser Coupling,Aza-Wittig Reaction,Aza-Wittig Reaction | Glaser Coupling | Corey-Fuchs Alkyne Synthesis,2.101 | 1.928 | 1.74,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_grignard_reaction_520,520,Grignard Reaction,Grignard Reaction,Grignard Reaction | Wolff-Kishner Reduction | Noyori Asymmetric Hydrogenation,4.548 | 1.973 | 1.894,True,True,False,,False,reaction,,환원,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_grob_fragmentation_521,521,Grob Fragmentation,Grob Fragmentation,Grob Fragmentation | Pinacol and Semipinacol Rearrangement | Nef Reaction,4.02 | 1.299 | 1.26,True,True,False,,False,reaction,,산화 | 탈수,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hajos-parrish_reaction_979,979,Hajos-Parrish Reaction,Hajos-Parrish Reaction,Hajos-Parrish Reaction | Robinson Annulation | Paal-Knorr Furan Synthesis,3.155 | 1.066 | 0.733,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hantzsch_dihydropyridine_synthesis_905,905,Hantzsch Dihydropyridine Synthesis,Acetoacetic Ester Synthesis,Acetoacetic Ester Synthesis | Hantzsch Dihydropyridine Synthesis | Retro-Claisen Reaction,2.838 | 2.16 | 1.794,False,True,False,,False,reaction,,산화 | 환원 | ester/lactone 삽입형 산화,3,Phase 2 broad benchmark — representative reaction per rich family.
broad_heck_reaction_919,919,Heck Reaction,Heck Reaction,Heck Reaction | Alkene (Olefin) Metathesis | Perkin Reaction,6.019 | 2.616 | 2.384,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_heine_reaction_1000,1000,Heine Reaction,Heine Reaction,Heine Reaction | Bischler-Napieralski Isoquinoline Synthesis | Lieben Haloform Reaction,3.349 | 1.297 | 0.971,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hell-volhard-zelinsky_reaction_921,921,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction | Favorskii and Homo-Favorskii Rearrangement | Enders SAMP/RAMP Hydrazone Alkylation,3.339 | 0.99 | 0.981,True,True,False,,False,reaction,,,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_henry_reaction_923,923,Henry Reaction,Henry Reaction,Henry Reaction | Keck Asymmetric Allylation | Aza-Wittig Reaction,4.658 | 2.578 | 2.366,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hetero_diels-alder_cycloaddition_(hda)_907,907,Hetero Diels-Alder Cycloaddition (HDA),Hetero Diels-Alder Cycloaddition (HDA),Hetero Diels-Alder Cycloaddition (HDA) | Alder (Ene) Reaction (Hydro-Allyl Addition) | Diels-Alder Cycloaddition,3.279 | 1.949 | 1.207,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hofmann_elimination_528,528,Hofmann Elimination,Hofmann Elimination,Hofmann Elimination | Wittig Reaction - Schlosser Modification | Polonovski Reaction,3.882 | 1.182 | 1.15,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hofmann_rearrangement_911,911,Hofmann Rearrangement,Hofmann Rearrangement,Hofmann Rearrangement | Lossen Rearrangement | Curtius Rearrangement,4.464 | 3.771 | 2.835,True,True,False,,False,reaction,,환원,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_hofmann-loffler-freytag_reaction_800,800,Hofmann-Loffler-Freytag Reaction,Hofmann-Loffler-Freytag Reaction,Hofmann-Loffler-Freytag Reaction | Eschenmoser-Tanabe Fragmentation | Neber Rearrangement,3.105 | 0.527 | 0.525,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_horner-wadsworth-emmons_olefination_913,913,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Julia-Lythgoe Olefination | Perkin Reaction,7.104 | 3.528 | 3.305,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_horner-wadsworth-emmons_olefination_–_still-gennari_modification_944,944,Horner-Wadsworth-Emmons Olefination – Still-Gennari Modification,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Perkin Reaction | Julia-Lythgoe Olefination,3.659 | 3.457 | 3.285,False,False,False,,False,reaction,,산화 | ester/lactone 삽입형 산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_houben-hoesch_reaction_802,802,Houben-Hoesch Reaction,Houben-Hoesch Reaction,Houben-Hoesch Reaction | Reimer-Tiemann Reaction | Kolbe-Schmitt Reaction,4.726 | 2.114 | 1.661,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_hunsdiecker_reaction_932,932,Hunsdiecker Reaction,Aza-Wittig Reaction,Aza-Wittig Reaction | Claisen Condensation / Claisen Reaction | Hunsdiecker Reaction,2.086 | 1.658 | 0.697,False,True,False,,False,reaction,,탈산소화 | 탈카복실화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_intramolecular_nitrile_oxide_cycloaddition_1003,1003,Intramolecular Nitrile Oxide Cycloaddition,Intramolecular Nitrile Oxide Cycloaddition,Intramolecular Nitrile Oxide Cycloaddition | Baldwin's Rules / Guidelines for Ring-Closing Reactions | Sharpless Asymmetric Epoxidation,2.748 | 0.514 | 0.354,True,True,False,,False,reaction,,oxime 재배열,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_jacobsen_hydrolytic_kinetic_resolution_535,535,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution | Payne Rearrangement | Prilezhaev Reaction,4.382 | 0.783 | 0.629,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_jacobsen-katsuki_epoxidation_934,934,Jacobsen-Katsuki Epoxidation,Shi Asymmetric Epoxidation,Shi Asymmetric Epoxidation | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction,2.682 | 2.337 | 2.337,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_japp-klingemann_reaction_469,469,Japp-Klingemann Reaction,Japp-Klingemann Reaction,Japp-Klingemann Reaction | Retro-Claisen Reaction | Horner-Wadsworth-Emmons Olefination,2.838 | 2.129 | 2.095,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_johnson-claisen_rearrangement_537,537,Johnson-Claisen Rearrangement,Johnson-Claisen Rearrangement,Johnson-Claisen Rearrangement | Eschenmoser-Claisen Rearrangement | Sharpless Asymmetric Epoxidation,5.18 | 2.016 | 1.31,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_jones_oxidation_936,936,Jones Oxidation,Jones Oxidation,Jones Oxidation | Dess-Martin Oxidation | Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,4.118 | 3.3 | 2.816,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_julia-lythgoe_olefination_946,946,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination | Wittig Reaction | Perkin Reaction,5.735 | 4.748 | 3.812,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kagan-molander_samarium_diiodide-mediated_coupling_540,540,Kagan-Molander Samarium Diiodide-Mediated Coupling,Kagan-Molander Samarium Diiodide-Mediated Coupling,Kagan-Molander Samarium Diiodide-Mediated Coupling | Seyferth-Gilbert Homologation | Horner-Wadsworth-Emmons Olefination,1.831 | 1.429 | 1.355,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kahne_glycosidation_541,541,Kahne Glycosidation,Kahne Glycosidation,Kahne Glycosidation | Koenigs-Knorr Glycosidation | Alkene (Olefin) Metathesis,2.129 | 0.797 | 0.45,True,True,False,,False,reaction,,탈산소화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_keck_asymmetric_allylation_542,542,Keck Asymmetric Allylation,Keck Asymmetric Allylation,Keck Asymmetric Allylation | Henry Reaction | Roush Asymmetric Allylation,5.618 | 2.8 | 2.758,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_keck_macrolactonization_1015,1015,Keck Macrolactonization,Corey-Nicolaou Macrolactonization,Corey-Nicolaou Macrolactonization | Keck Macrolactonization | Yamaguchi Macrolactonization,1.782 | 1.782 | 1.782,False,True,False,,False,reaction,,산화 | 탈카복실화 | ester/lactone 삽입형 산화,3,Phase 2 broad benchmark — representative reaction per rich family.
broad_keck_radical_allylation_1018,1018,Keck Radical Allylation,Keck Radical Allylation,Keck Radical Allylation | Horner-Wadsworth-Emmons Olefination | Johnson-Claisen Rearrangement,2.608 | 1.636 | 1.565,True,True,False,,False,reaction,,,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_knoevenagel_condensation_948,948,Knoevenagel Condensation,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination | Wittig Reaction | Perkin Reaction,3.086 | 3.072 | 2.884,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_knorr_pyrrole_synthesis_455,455,Knorr Pyrrole Synthesis,Knorr Pyrrole Synthesis,Knorr Pyrrole Synthesis | Feist-Bénary Furan Synthesis | Hantzsch Dihydropyridine Synthesis,7.334 | 4.68 | 4.436,True,True,False,,False,reaction,,다성분 축합 | 당/다가산소 재배열,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_koenigs-knorr_glycosidation_546,546,Koenigs-Knorr Glycosidation,Koenigs-Knorr Glycosidation,Koenigs-Knorr Glycosidation | Ferrier Reaction | Kahne Glycosidation,2.313 | 0.894 | 0.863,True,True,False,,False,reaction,,탈산소화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_kolbe-schmitt_reaction_1024,1024,Kolbe-Schmitt Reaction,Kolbe-Schmitt Reaction,Kolbe-Schmitt Reaction | Reimer-Tiemann Reaction | Aza-Wittig Reaction,3.526 | 3.084 | 2.203,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kornblum_oxidation_952,952,Kornblum Oxidation,Kornblum Oxidation,Kornblum Oxidation | Ley Oxidation | Corey-Kim Oxidation,4.388 | 3.403 | 3.403,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_krapcho_dealkoxycarbonylation_(krapcho_reaction)_954,954,Krapcho Dealkoxycarbonylation (Krapcho Reaction),Krapcho Dealkoxycarbonylation (Krapcho Reaction),Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Horner-Wadsworth-Emmons Olefination | Claisen Condensation / Claisen Reaction,3.03 | 2.061 | 1.929,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kröhnke_pyridine_synthesis_550,550,Kröhnke Pyridine Synthesis,Kröhnke Pyridine Synthesis,Kröhnke Pyridine Synthesis | Claisen Condensation / Claisen Reaction | Hofmann Rearrangement,2.917 | 2.147 | 2.084,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kulinkovich_reaction_1030,1030,Kulinkovich Reaction,Kulinkovich Reaction,Kulinkovich Reaction | Kulinovich Reaction | Malonic Ester Synthesis,3.045 | 1.643 | 1.384,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kulinovich_reaction_1033,1033,Kulinovich Reaction,Kulinovich Reaction,Kulinovich Reaction | Claisen Condensation / Claisen Reaction | Kulinkovich Reaction,3.113 | 1.149 | 1.11,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_kumada_cross-coupling_553,553,Kumada Cross-Coupling,Aza-Wittig Reaction,Aza-Wittig Reaction | Wittig Reaction | Wolff-Kishner Reduction,2.463 | 2.383 | 2.291,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_larock_indole_synthesis_1036,1036,Larock Indole Synthesis,Ullmann Reaction / Coupling / Biaryl Synthesis,Ullmann Reaction / Coupling / Biaryl Synthesis | Larock Indole Synthesis | Suzuki Cross-Coupling (Suzuki-Miyaura Cross-Coupling),1.908 | 1.262 | 0.999,False,True,False,,False,reaction,,커플링,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_ley_oxidation_958,958,Ley Oxidation,Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,4.388 | 4.388 | 3.403,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_lieben_haloform_reaction_456,456,Lieben Haloform Reaction,Lieben Haloform Reaction,Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation,5.901 | 3.214 | 2.933,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_lossen_rearrangement_962,962,Lossen Rearrangement,Lossen Rearrangement,Lossen Rearrangement | Curtius Rearrangement | Wittig Reaction,4.189 | 2.318 | 2.095,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_luche_reduction_964,964,Luche Reduction,Luche Reduction,Luche Reduction | Birch Reduction | Nagata Hydrocyanation,2.696 | 1.454 | 1.421,True,True,False,,False,reaction,,환원,2,Phase 2 broad benchmark — representative reaction per rich family.
broad_madelung_indole_synthesis_1039,1039,Madelung Indole Synthesis,Madelung Indole Synthesis,Madelung Indole Synthesis | Fischer Indole Synthesis | Bartoli Indole Synthesis,3.155 | 1.248 | 1.003,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_malonic_ester_synthesis_460,460,Malonic Ester Synthesis,Malonic Ester Synthesis,Malonic Ester Synthesis | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction,5.274 | 2.094 | 1.974,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_mannich_reaction_471,471,Mannich Reaction,Mannich Reaction,Mannich Reaction | Lieben Haloform Reaction | Wolff-Kishner Reduction,6.485 | 3.176 | 2.839,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_mcmurry_coupling_1045,1045,McMurry Coupling,Lieben Haloform Reaction,Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation,3.363 | 3.194 | 3.151,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_meerwein_arylation_555,555,Meerwein Arylation,Meerwein Arylation,Meerwein Arylation | Sandmeyer Reaction | Wittig Reaction,4.548 | 2.737 | 2.219,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_meerwein-ponndorf-verley_reduction_1051,1051,Meerwein-Ponndorf-Verley Reduction,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,4.69 | 4.054 | 3.564,False,False,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_meisenheimer_rearrangement_1054,1054,Meisenheimer Rearrangement,Meisenheimer Rearrangement,Meisenheimer Rearrangement | Eschweiler-Clarke Methylation | Stevens Rearrangement,3.363 | 2.322 | 2.06,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_meyer-schuster_and_rupe_rearrangement_1057,1057,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement,Meyer-Schuster and Rupe Rearrangement | Riley Selenium Dioxide Oxidation | Schwartz Hydrozirconation,1.914 | 0.698 | 0.63,True,True,False,,False,reaction,,산화 | 탈수,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_michael_addition_reaction_610,610,Michael Addition Reaction,Malonic Ester Synthesis,Malonic Ester Synthesis | Acetoacetic Ester Synthesis | Michael Addition Reaction,2.981 | 2.718 | 2.545,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_midland_alpine_borane_reduction_1063,1063,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction,Midland Alpine Borane Reduction | Nicholas Reaction | Robinson Annulation,1.842 | 0.735 | 0.568,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_minisci_reaction_561,561,Minisci Reaction,Barton Radical Decarboxylation Reaction,Barton Radical Decarboxylation Reaction | Minisci Reaction | Barton Radical Decarboxylation,1.286 | 1.137 | 0.614,False,True,False,,False,reaction,,탈산소화 | 탈카복실화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_mislow-evans_rearrangement_1069,1069,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement,Mislow-Evans Rearrangement | Aldol Reaction | Oppenauer Oxidation,2.337 | 0.902 | 0.868,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_mitsunobu_reaction_612,612,Mitsunobu Reaction,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction | Aldol Reaction | Regitz Diazo Transfer,1.879 | 1.11 | 1.027,False,False,False,,False,reaction,,산화 | 탈카복실화 | ester/lactone 삽입형 산화,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_miyaura_boration_564,564,Miyaura Boration,Ullmann Reaction / Coupling / Biaryl Synthesis,Ullmann Reaction / Coupling / Biaryl Synthesis | Miyaura Boration | Stille Cross-Coupling (Migita-Kosugi-Stille Coupling),2.915 | 2.086 | 2.049,False,True,False,,False,reaction,,커플링,2,Phase 2 broad benchmark — representative reaction per rich family.
broad_mukaiyama_aldol_reaction_565,565,Mukaiyama Aldol Reaction,Henry Reaction,Henry Reaction | Keck Asymmetric Allylation | Wittig Reaction,2.516 | 2.49 | 2.171,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_myers_asymmetric_alkylation_1081,1081,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation,Myers Asymmetric Alkylation | Mannich Reaction | Wolff-Kishner Reduction,3.503 | 0.809 | 0.745,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nagata_hydrocyanation_1084,1084,Nagata Hydrocyanation,Nagata Hydrocyanation,Nagata Hydrocyanation | Luche Reduction | Stork Enamine Synthesis,3.194 | 1.421 | 1.302,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nazarov_cyclization_1087,1087,Nazarov Cyclization,Nazarov Cyclization,Nazarov Cyclization | Perkin Reaction | Wittig Reaction,2.974 | 1.671 | 1.436,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_neber_rearrangement_1090,1090,Neber Rearrangement,Neber Rearrangement,Neber Rearrangement | Wolff-Kishner Reduction | Clemmensen Reduction,2.92 | 1.653 | 1.634,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nef_reaction_1093,1093,Nef Reaction,Nef Reaction,Nef Reaction | Henry Reaction | Wacker Oxidation,2.312 | 0.883 | 0.458,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_negishi_cross-coupling_1096,1096,Negishi Cross-Coupling,Aza-Wittig Reaction,Aza-Wittig Reaction | Wittig Reaction | Wolff-Kishner Reduction,2.463 | 2.383 | 2.291,False,False,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nenitzescu_indole_synthesis_1099,1099,Nenitzescu Indole Synthesis,Nenitzescu Indole Synthesis,Nenitzescu Indole Synthesis | Claisen Condensation / Claisen Reaction | Aldol Reaction,1.291 | 0.634 | 0.521,True,True,False,,False,reaction,,환원 | 다성분 축합,1,Phase 2 broad benchmark — representative reaction per rich family.
broad_nicholas_reaction_1102,1102,Nicholas Reaction,Barton-McCombie Radical Deoxygenation Reaction,Barton-McCombie Radical Deoxygenation Reaction | Alkyne Metathesis | Nicholas Reaction,1.509 | 1.279 | 1.254,False,True,False,,False,reaction,,탈산소화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_noyori_asymmetric_hydrogenation_1105,1105,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation,Noyori Asymmetric Hydrogenation | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Midland Alpine Borane Reduction,4.69 | 4.054 | 3.564,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_nozaki-hiyama-kishi_reaction_1108,1108,Nozaki-Hiyama-Kishi Reaction,Julia-Lythgoe Olefination,Julia-Lythgoe Olefination | Wittig Reaction | Perkin Reaction,4.165 | 4.124 | 4.031,False,False,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_oppenauer_oxidation_1111,1111,Oppenauer Oxidation,Mitsunobu Reaction,Mitsunobu Reaction | Corey-Kim Oxidation | Friedel-Crafts Acylation,3.431 | 3.407 | 2.746,False,False,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_overman_rearrangement_1114,1114,Overman Rearrangement,Overman Rearrangement,Overman Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation,3.264 | 1.136 | 0.957,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_oxy-cope_rearrangement_and_anionic_oxy-cope_rearrangement_1117,1117,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement | Johnson-Claisen Rearrangement | Wittig Reaction - Schlosser Modification,2.845 | 1.321 | 0.998,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_paal-knorr_furan_synthesis_1120,1120,Paal-Knorr Furan Synthesis,Paal-Knorr Furan Synthesis,Paal-Knorr Furan Synthesis | Robinson Annulation | Paal-Knorr Pyrrole Synthesis,4.278 | 1.276 | 1.065,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_paal-knorr_pyrrole_synthesis_1123,1123,Paal-Knorr Pyrrole Synthesis,Paal-Knorr Furan Synthesis,Paal-Knorr Furan Synthesis | Paal-Knorr Pyrrole Synthesis | Robinson Annulation,2.532 | 1.583 | 1.276,False,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_passerini_multicomponent_reaction_1126,1126,Passerini Multicomponent Reaction,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Aza-Wittig Reaction | Aldol Reaction,2.017 | 1.886 | 1.627,False,False,False,,False,reaction,,산화 | 탈카복실화 | ester/lactone 삽입형 산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_paternò-büchi_reaction_1129,1129,Paternò-Büchi Reaction,Paternò-Büchi Reaction,Paternò-Büchi Reaction | Prins-Pinacol Rearrangement | Alder (Ene) Reaction (Hydro-Allyl Addition),2.743 | 1.663 | 1.508,True,True,False,,False,reaction,,,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_pauson-khand_reaction_1132,1132,Pauson-Khand Reaction,Pauson-Khand Reaction,Pauson-Khand Reaction | Aza-Wittig Reaction | De Mayo Cycloaddition,2.626 | 1.233 | 1.134,True,True,False,,False,reaction,,산화,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_payne_rearrangement_1135,1135,Payne Rearrangement,Payne Rearrangement,Payne Rearrangement | Jacobsen Hydrolytic Kinetic Resolution | Sharpless Asymmetric Epoxidation,1.977 | 0.836 | 0.562,True,True,False,,False,reaction,,,3,Phase 2 broad benchmark — representative reaction per rich family.
broad_perkin_reaction_1138,1138,Perkin Reaction,Perkin Reaction,Perkin Reaction | Wittig Reaction | Julia-Lythgoe Olefination,6.546 | 3.673 | 3.488,True,True,False,,False,reaction,,환원,0,Phase 2 broad benchmark — representative reaction per rich family.
broad_petasis_boronic_acid-mannich_reaction_1141,1141,Petasis Boronic Acid-Mannich Reaction,Aza-Wittig Reaction,Aza-Wittig Reaction | Aldol Reaction | Benzoin and Retro-Benzoin Condensation,1.267 | 0.979 | 0.894,False,False,False,,False,reaction,,탈카복실화 | 다성분 축합,0,Phase 2 broad benchmark — representative reaction per rich family.
