case_id,expected_family,top1_family,top3_families,top3_scores,top5_families,hit_at_1,hit_at_3,hit_at_5,no_confident_hit,source_extract_id,source_kind,error
cov_cornforth_rearrangement_851,Cornforth Rearrangement,Cornforth Rearrangement,Cornforth Rearrangement | Horner-Wadsworth-Emmons Olefination | Krapcho Dealkoxycarbonylation (Krapcho Reaction),3.567 | 1.389 | 1.19,Cornforth Rearrangement | Horner-Wadsworth-Emmons Olefination | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Retro-Claisen Reaction | Nenitzescu Indole Synthesis,True,True,True,False,851,application_example,
cov_cornforth_rearrangement_852,Cornforth Rearrangement,Cornforth Rearrangement,Cornforth Rearrangement | Tishchenko Reaction | Kulinovich Reaction,3.594 | 0.739 | 0.671,Cornforth Rearrangement | Tishchenko Reaction | Kulinovich Reaction | Malonic Ester Synthesis | Claisen Condensation / Claisen Reaction,True,True,True,False,852,application_example,
cov_criegee_oxidation_855,Criegee Oxidation,Baeyer-Villiger Oxidation/Rearrangement,Baeyer-Villiger Oxidation/Rearrangement | Baeyer-Villiger Oxidation | Eschenmoser Methenylation,5.573 | 3.443 | 3.112,Baeyer-Villiger Oxidation/Rearrangement | Baeyer-Villiger Oxidation | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation | Corey-Nicolaou Macrolactonization,False,False,False,False,855,application_example,
cov_criegee_oxidation_856,Criegee Oxidation,Baeyer-Villiger Oxidation/Rearrangement,Baeyer-Villiger Oxidation/Rearrangement | Lieben Haloform Reaction | Mannich Reaction,3.487 | 3.118 | 3.004,Baeyer-Villiger Oxidation/Rearrangement | Lieben Haloform Reaction | Mannich Reaction | Noyori Asymmetric Hydrogenation | Wolff-Kishner Reduction,False,False,False,False,856,application_example,
cov_curtius_rearrangement_830,Curtius Rearrangement,Lossen Rearrangement,Lossen Rearrangement | Curtius Rearrangement | Wittig Reaction,3.507 | 3.164 | 2.144,Lossen Rearrangement | Curtius Rearrangement | Wittig Reaction | Lieben Haloform Reaction | Staudinger Reaction,False,True,True,False,830,application_example,
cov_curtius_rearrangement_831,Curtius Rearrangement,Curtius Rearrangement,Curtius Rearrangement | Arndt-Eistert Homologation / Synthesis | Friedel-Crafts Acylation,2.979 | 1.742 | 1.447,Curtius Rearrangement | Arndt-Eistert Homologation / Synthesis | Friedel-Crafts Acylation | Pinner Reaction | Wolff Rearrangement,True,True,True,False,831,application_example,
cov_dakin_oxidation_832,Dakin Oxidation,Dakin Oxidation,Dakin Oxidation | Reimer-Tiemann Reaction | Kolbe-Schmitt Reaction,4.761 | 2.378 | 1.923,Dakin Oxidation | Reimer-Tiemann Reaction | Kolbe-Schmitt Reaction | Aza-Wittig Reaction | Perkin Reaction,True,True,True,False,832,application_example,
cov_dakin_oxidation_833,Dakin Oxidation,Dakin Oxidation,Dakin Oxidation | Kolbe-Schmitt Reaction | Reimer-Tiemann Reaction,3.328 | 1.395 | 1.224,Dakin Oxidation | Kolbe-Schmitt Reaction | Reimer-Tiemann Reaction | Houben-Hoesch Reaction | Fries Rearrangement,True,True,True,False,833,application_example,
cov_dakin-west_reaction_853,Dakin-West Reaction,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction | Aldol Reaction | Dakin-West Reaction,1.399 | 1.295 | 1.179,Claisen Condensation / Claisen Reaction | Aldol Reaction | Dakin-West Reaction | Clemmensen Reduction | Wolff-Kishner Reduction,False,True,True,False,853,application_example,
cov_dakin-west_reaction_854,Dakin-West Reaction,Dakin-West Reaction,Dakin-West Reaction | Michael Addition Reaction | Barton Radical Decarboxylation,1.289 | 0.612 | 0.322,Dakin-West Reaction | Michael Addition Reaction | Barton Radical Decarboxylation | Weinreb Ketone Synthesis | Hell-Volhard-Zelinsky Reaction,True,True,True,False,854,application_example,
cov_danheiser_benzannulation_857,Danheiser Benzannulation,Danheiser Benzannulation,Danheiser Benzannulation | Friedel-Crafts Acylation | Pinner Reaction,3.516 | 0.679 | 0.657,Danheiser Benzannulation | Friedel-Crafts Acylation | Pinner Reaction | Arndt-Eistert Homologation / Synthesis | Snieckus Directed Ortho Metalation,True,True,True,False,857,application_example,
cov_danheiser_benzannulation_858,Danheiser Benzannulation,Danheiser Benzannulation,Danheiser Benzannulation | Balz-Schiemann Reaction (Schiemann Reaction) | Pinner Reaction,3.155 | 1.036 | 0.999,Danheiser Benzannulation | Balz-Schiemann Reaction (Schiemann Reaction) | Pinner Reaction | Sandmeyer Reaction | Arndt-Eistert Homologation / Synthesis,True,True,True,False,858,application_example,
cov_danheiser_cyclopentene_annulation_859,Danheiser Cyclopentene Annulation,Danheiser Cyclopentene Annulation,Danheiser Cyclopentene Annulation | Horner-Wadsworth-Emmons Olefination | Seyferth-Gilbert Homologation,4.273 | 0.96 | 0.749,Danheiser Cyclopentene Annulation | Horner-Wadsworth-Emmons Olefination | Seyferth-Gilbert Homologation | Enders SAMP/RAMP Hydrazone Alkylation | Robinson Annulation,True,True,True,False,859,application_example,
cov_danheiser_cyclopentene_annulation_860,Danheiser Cyclopentene Annulation,Danheiser Cyclopentene Annulation,Danheiser Cyclopentene Annulation | Luche Reduction | Nagata Hydrocyanation,3.886 | 1.421 | 1.421,Danheiser Cyclopentene Annulation | Luche Reduction | Nagata Hydrocyanation | Ring-Opening Metathesis Polymerization | Eschenmoser Methenylation,True,True,True,False,860,application_example,
cov_danishefsky's_diene_cycloaddition_865,Danishefsky's Diene Cycloaddition,Danishefsky's Diene Cycloaddition,Danishefsky's Diene Cycloaddition | Robinson Annulation | Baylis-Hillman Reaction,3.931 | 0.78 | 0.7,Danishefsky's Diene Cycloaddition | Robinson Annulation | Baylis-Hillman Reaction | Danheiser Cyclopentene Annulation | Stetter Reaction,True,True,True,False,865,application_example,
cov_danishefsky's_diene_cycloaddition_866,Danishefsky's Diene Cycloaddition,Danishefsky's Diene Cycloaddition,Danishefsky's Diene Cycloaddition | Danheiser Cyclopentene Annulation | Robinson Annulation,4.388 | 2.304 | 1.948,Danishefsky's Diene Cycloaddition | Danheiser Cyclopentene Annulation | Robinson Annulation | Stetter Reaction | Heck Reaction,True,True,True,False,866,application_example,
cov_darzens_glycidic_ester_condensation_861,Darzens Glycidic Ester Condensation,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Darzens Glycidic Ester Condensation | Danishefsky's Diene Cycloaddition,4.179 | 2.711 | 2.04,Horner-Wadsworth-Emmons Olefination | Darzens Glycidic Ester Condensation | Danishefsky's Diene Cycloaddition | Stetter Reaction | Retro-Claisen Reaction,False,True,True,False,861,application_example,
cov_darzens_glycidic_ester_condensation_862,Darzens Glycidic Ester Condensation,Corey-Chaykovsky Epoxidation and Cyclopropanation,Corey-Chaykovsky Epoxidation and Cyclopropanation | Darzens Glycidic Ester Condensation | Friedel-Crafts Acylation,1.807 | 1.767 | 1.767,Corey-Chaykovsky Epoxidation and Cyclopropanation | Darzens Glycidic Ester Condensation | Friedel-Crafts Acylation | Julia-Lythgoe Olefination | Wittig Reaction,False,True,True,False,862,application_example,
cov_davis'_oxaziridine_oxidations_863,Davis' Oxaziridine Oxidations,Wolff-Kishner Reduction,Wolff-Kishner Reduction | Aza-Wittig Reaction | Sandmeyer Reaction,1.712 | 1.612 | 1.529,Wolff-Kishner Reduction | Aza-Wittig Reaction | Sandmeyer Reaction | Noyori Asymmetric Hydrogenation | Clemmensen Reduction,False,False,False,False,863,application_example,
cov_davis'_oxaziridine_oxidations_864,Davis' Oxaziridine Oxidations,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation | Eschenmoser Methenylation | Stork Enamine Synthesis,3.309 | 3.043 | 2.817,Enders SAMP/RAMP Hydrazone Alkylation | Eschenmoser Methenylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction | Mannich Reaction,False,False,False,False,864,application_example,
cov_de_mayo_cycloaddition_867,De Mayo Cycloaddition,Robinson Annulation,Robinson Annulation | Acetoacetic Ester Synthesis | De Mayo Cycloaddition,2.118 | 2.021 | 1.835,Robinson Annulation | Acetoacetic Ester Synthesis | De Mayo Cycloaddition | Regitz Diazo Transfer | Michael Addition Reaction,False,True,True,False,867,application_example,
cov_de_mayo_cycloaddition_868,De Mayo Cycloaddition,Robinson Annulation,Robinson Annulation | Acetoacetic Ester Synthesis | De Mayo Cycloaddition,2.124 | 2.024 | 1.773,Robinson Annulation | Acetoacetic Ester Synthesis | De Mayo Cycloaddition | Regitz Diazo Transfer | Michael Addition Reaction,False,True,True,False,868,application_example,
cov_demjanov_rearrangement_and_tiffeneau-demjanov_rearrangement_869,Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement | Jones Oxidation | Dess-Martin Oxidation,3.155 | 2.901 | 2.325,Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement | Jones Oxidation | Dess-Martin Oxidation | Ley Oxidation | Oppenauer Oxidation,True,True,True,False,869,application_example,
cov_demjanov_rearrangement_and_tiffeneau-demjanov_rearrangement_870,Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement,Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement | Jones Oxidation | Dess-Martin Oxidation,3.155 | 2.808 | 2.25,Demjanov Rearrangement and Tiffeneau-Demjanov Rearrangement | Jones Oxidation | Dess-Martin Oxidation | Oppenauer Oxidation | Ley Oxidation,True,True,True,False,870,application_example,
cov_dess-martin_oxidation_871,Dess-Martin Oxidation,Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,4.388 | 4.388 | 3.403,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation | Wittig Reaction | Dess-Martin Oxidation,False,False,True,False,871,application_example,
cov_dess-martin_oxidation_872,Dess-Martin Oxidation,Mitsunobu Reaction,Mitsunobu Reaction | Corey-Kim Oxidation | Friedel-Crafts Acylation,3.431 | 3.407 | 2.746,Mitsunobu Reaction | Corey-Kim Oxidation | Friedel-Crafts Acylation | Dess-Martin Oxidation | Oppenauer Oxidation,False,False,True,False,872,application_example,
cov_dieckmann_condensation_873,Dieckmann Condensation,Dieckmann Condensation,Dieckmann Condensation | Horner-Wadsworth-Emmons Olefination | Regitz Diazo Transfer,1.732 | 1.678 | 1.571,Dieckmann Condensation | Horner-Wadsworth-Emmons Olefination | Regitz Diazo Transfer | Kulinkovich Reaction | Retro-Claisen Reaction,True,True,True,False,873,application_example,
cov_dieckmann_condensation_874,Dieckmann Condensation,Dieckmann Condensation,Dieckmann Condensation | Malonic Ester Synthesis | Kulinkovich Reaction,1.661 | 1.493 | 1.484,Dieckmann Condensation | Malonic Ester Synthesis | Kulinkovich Reaction | Regitz Diazo Transfer | Krapcho Dealkoxycarbonylation (Krapcho Reaction),True,True,True,False,874,application_example,
cov_diels-alder_cycloaddition_875,Diels-Alder Cycloaddition,Diels-Alder Cycloaddition,Diels-Alder Cycloaddition | Hetero Diels-Alder Cycloaddition (HDA) | Nenitzescu Indole Synthesis,3.55 | 1.418 | 0.536,Diels-Alder Cycloaddition | Hetero Diels-Alder Cycloaddition (HDA) | Nenitzescu Indole Synthesis | Alder (Ene) Reaction (Hydro-Allyl Addition) | Wohl-Ziegler Bromination,True,True,True,False,875,application_example,
cov_diels-alder_cycloaddition_876,Diels-Alder Cycloaddition,Diels-Alder Cycloaddition,Diels-Alder Cycloaddition | Hetero Diels-Alder Cycloaddition (HDA) | Meerwein Arylation,3.499 | 1.804 | 1.667,Diels-Alder Cycloaddition | Hetero Diels-Alder Cycloaddition (HDA) | Meerwein Arylation | Michael Addition Reaction | Alder (Ene) Reaction (Hydro-Allyl Addition),True,True,True,False,876,application_example,
cov_dienone-phenol_rearrangement_877,Dienone-Phenol Rearrangement,Dienone-Phenol Rearrangement,Dienone-Phenol Rearrangement | Robinson Annulation | Wagner-Meerwein Rearrangement,2.588 | 0.671 | 0.534,Dienone-Phenol Rearrangement | Robinson Annulation | Wagner-Meerwein Rearrangement | Danheiser Benzannulation | Hajos-Parrish Reaction,True,True,True,False,877,application_example,
cov_dienone-phenol_rearrangement_878,Dienone-Phenol Rearrangement,Dienone-Phenol Rearrangement,Dienone-Phenol Rearrangement | Robinson Annulation | Reimer-Tiemann Reaction,2.681 | 0.105 | 0.079,Dienone-Phenol Rearrangement | Robinson Annulation | Reimer-Tiemann Reaction | Danheiser Benzannulation,True,True,True,False,878,application_example,
cov_dimroth_rearrangement_971,Dimroth Rearrangement,Dimroth Rearrangement,Dimroth Rearrangement,3.235,Dimroth Rearrangement,True,True,True,False,971,application_example,
cov_dimroth_rearrangement_982,Dimroth Rearrangement,Dimroth Rearrangement,Dimroth Rearrangement | Schmidt Reaction | Paal-Knorr Pyrrole Synthesis,3.343 | 0.383 | 0.157,Dimroth Rearrangement | Schmidt Reaction | Paal-Knorr Pyrrole Synthesis | Beckmann Rearrangement,True,True,True,False,982,application_example,
cov_doering-laflamme_allene_synthesis_972,Doering-Laflamme Allene Synthesis,Doering-Laflamme Allene Synthesis,Doering-Laflamme Allene Synthesis | Wolff Rearrangement | Ramberg-Bäcklund Rearrangement,2.011 | 0.485 | 0.429,Doering-Laflamme Allene Synthesis | Wolff Rearrangement | Ramberg-Bäcklund Rearrangement | Jacobsen Hydrolytic Kinetic Resolution | Grob Fragmentation,True,True,True,False,972,application_example,
cov_doering-laflamme_allene_synthesis_984,Doering-Laflamme Allene Synthesis,Doering-Laflamme Allene Synthesis,Doering-Laflamme Allene Synthesis | Wolff Rearrangement | Ramberg-Bäcklund Rearrangement,2.315 | 0.525 | 0.472,Doering-Laflamme Allene Synthesis | Wolff Rearrangement | Ramberg-Bäcklund Rearrangement | Wacker Oxidation | Grob Fragmentation,True,True,True,False,984,application_example,
cov_dötz_benzannulation_reaction_973,Dötz Benzannulation Reaction,Dötz Benzannulation Reaction,Dötz Benzannulation Reaction | Alkyne Metathesis | Bergman Cycloaromatization Reaction,2.649 | 1.134 | 0.908,Dötz Benzannulation Reaction | Alkyne Metathesis | Bergman Cycloaromatization Reaction | Dakin Oxidation | Noyori Asymmetric Hydrogenation,True,True,True,False,973,application_example,
cov_dötz_benzannulation_reaction_986,Dötz Benzannulation Reaction,Dötz Benzannulation Reaction,Dötz Benzannulation Reaction | Alkyne Metathesis | Sommelet-Hauser Rearrangement,2.726 | 1.145 | 0.891,Dötz Benzannulation Reaction | Alkyne Metathesis | Sommelet-Hauser Rearrangement | Baker-Venkataraman Rearrangement | Wolff-Kishner Reduction,True,True,True,False,986,application_example,
cov_enders_samp/ramp_hydrazone_alkylation_974,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation | Eschenmoser Methenylation | Stork Enamine Synthesis,4.433 | 3.043 | 2.817,Enders SAMP/RAMP Hydrazone Alkylation | Eschenmoser Methenylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction | Mannich Reaction,True,True,True,False,974,application_example,
cov_enders_samp/ramp_hydrazone_alkylation_988,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation | Retro-Claisen Reaction | Hell-Volhard-Zelinsky Reaction,2.588 | 1.391 | 1.378,Enders SAMP/RAMP Hydrazone Alkylation | Retro-Claisen Reaction | Hell-Volhard-Zelinsky Reaction | Michael Addition Reaction | Aldol Reaction,True,True,True,False,988,application_example,
cov_enyne_metathesis_879,Enyne Metathesis,Enyne Metathesis,Enyne Metathesis | Ring-Closing Metathesis | Ring-Closing Alkyne Metathesis,2.337 | 1.7 | 1.633,Enyne Metathesis | Ring-Closing Metathesis | Ring-Closing Alkyne Metathesis | Alkene (Olefin) Metathesis | Vinylcyclopropane-Cyclopentene Rearrangement,True,True,True,False,879,application_example,
cov_enyne_metathesis_880,Enyne Metathesis,Enyne Metathesis,Enyne Metathesis | Hetero Diels-Alder Cycloaddition (HDA) | Meerwein Arylation,2.337 | 0.729 | 0.468,Enyne Metathesis | Hetero Diels-Alder Cycloaddition (HDA) | Meerwein Arylation | Vinylcyclopropane-Cyclopentene Rearrangement | Birch Reduction,True,True,True,False,880,application_example,
cov_eschenmoser_methenylation_975,Eschenmoser Methenylation,Eschenmoser Methenylation,Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation | Stork Enamine Synthesis,4.849 | 2.818 | 2.199,Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction | Corey-Chaykovsky Epoxidation and Cyclopropanation,True,True,True,False,975,application_example,
cov_eschenmoser_methenylation_990,Eschenmoser Methenylation,Eschenmoser Methenylation,Eschenmoser Methenylation | Lieben Haloform Reaction | Mannich Reaction,2.587 | 2.46 | 2.379,Eschenmoser Methenylation | Lieben Haloform Reaction | Mannich Reaction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Mitsunobu Reaction,True,True,True,False,990,application_example,
cov_eschenmoser-claisen_rearrangement_881,Eschenmoser-Claisen Rearrangement,Eschenmoser-Claisen Rearrangement,Eschenmoser-Claisen Rearrangement | Horner-Wadsworth-Emmons Olefination | Retro-Claisen Reaction,2.981 | 1.505 | 1.397,Eschenmoser-Claisen Rearrangement | Horner-Wadsworth-Emmons Olefination | Retro-Claisen Reaction | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Regitz Diazo Transfer,True,True,True,False,881,application_example,
cov_eschenmoser-claisen_rearrangement_882,Eschenmoser-Claisen Rearrangement,Eschenmoser-Claisen Rearrangement,Eschenmoser-Claisen Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation,2.991 | 1.059 | 0.976,Eschenmoser-Claisen Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation | Cope Rearrangement | Baylis-Hillman Reaction,True,True,True,False,882,application_example,
cov_eschenmoser-tanabe_fragmentation_976,Eschenmoser-Tanabe Fragmentation,Eschenmoser-Tanabe Fragmentation,Eschenmoser-Tanabe Fragmentation | Criegee Oxidation | Favorskii Rearrangement,3.155 | 0.9 | 0.724,Eschenmoser-Tanabe Fragmentation | Criegee Oxidation | Favorskii Rearrangement | Wharton Fragmentation | Favorskii and Homo-Favorskii Rearrangement,True,True,True,False,976,application_example,
cov_eschenmoser-tanabe_fragmentation_992,Eschenmoser-Tanabe Fragmentation,Eschenmoser-Tanabe Fragmentation,Eschenmoser-Tanabe Fragmentation | Favorskii Rearrangement | Criegee Oxidation,2.639 | 0.579 | 0.49,Eschenmoser-Tanabe Fragmentation | Favorskii Rearrangement | Criegee Oxidation | Stephen Aldehyde Synthesis (Stephen Reduction) | Favorskii and Homo-Favorskii Rearrangement,True,True,True,False,992,application_example,
cov_eschweiler-clarke_methylation_883,Eschweiler-Clarke Methylation,Eschweiler-Clarke Methylation,Eschweiler-Clarke Methylation | Pictet-Spengler Tetrahydroisoquinoline Synthesis | Arbuzov Reaction (Michaelis-Arbuzov Reaction),3.503 | 2.013 | 1.826,Eschweiler-Clarke Methylation | Pictet-Spengler Tetrahydroisoquinoline Synthesis | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Fleming-Tamao Oxidation | Stevens Rearrangement,True,True,True,False,883,application_example,
cov_eschweiler-clarke_methylation_884,Eschweiler-Clarke Methylation,Eschweiler-Clarke Methylation,Eschweiler-Clarke Methylation | Clemmensen Reduction | Arbuzov Reaction (Michaelis-Arbuzov Reaction),4.832 | 2.051 | 1.984,Eschweiler-Clarke Methylation | Clemmensen Reduction | Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Wolff-Kishner Reduction | Stevens Rearrangement,True,True,True,False,884,application_example,
cov_evans_aldol_reaction_893,Evans Aldol Reaction,Evans Aldol Reaction,Evans Aldol Reaction | Keck Asymmetric Allylation | Henry Reaction,4.353 | 2.456 | 2.366,Evans Aldol Reaction | Keck Asymmetric Allylation | Henry Reaction | Wittig Reaction | Julia-Lythgoe Olefination,True,True,True,False,893,application_example,
cov_evans_aldol_reaction_894,Evans Aldol Reaction,Evans Aldol Reaction,Evans Aldol Reaction | Aza-Wittig Reaction | Wittig Reaction - Schlosser Modification,4.267 | 0.94 | 0.709,"Evans Aldol Reaction | Aza-Wittig Reaction | Wittig Reaction - Schlosser Modification | Aza-[2,3]-Wittig Rearrangement | Roush Asymmetric Allylation",True,True,True,False,894,application_example,
cov_favorskii_rearrangement_889,Favorskii Rearrangement,Favorskii Rearrangement,Favorskii Rearrangement | Favorskii and Homo-Favorskii Rearrangement | Meerwein-Ponndorf-Verley Reduction,3.155 | 2.632 | 1.305,Favorskii Rearrangement | Favorskii and Homo-Favorskii Rearrangement | Meerwein-Ponndorf-Verley Reduction | Pinnick Oxidation | Pfitzner-Moffatt Oxidation,True,True,True,False,889,application_example,
cov_favorskii_rearrangement_890,Favorskii Rearrangement,Favorskii Rearrangement,Favorskii Rearrangement | Favorskii and Homo-Favorskii Rearrangement | Meerwein-Ponndorf-Verley Reduction,3.155 | 2.873 | 1.072,Favorskii Rearrangement | Favorskii and Homo-Favorskii Rearrangement | Meerwein-Ponndorf-Verley Reduction | Pinnick Oxidation | Wharton Fragmentation,True,True,True,False,890,application_example,
cov_favorskii_and_homo-favorskii_rearrangement_977,Favorskii and Homo-Favorskii Rearrangement,Favorskii Rearrangement,Favorskii Rearrangement | Favorskii and Homo-Favorskii Rearrangement | Meerwein-Ponndorf-Verley Reduction,3.129 | 2.873 | 1.305,Favorskii Rearrangement | Favorskii and Homo-Favorskii Rearrangement | Meerwein-Ponndorf-Verley Reduction | Pinnick Oxidation | Pfitzner-Moffatt Oxidation,False,True,True,False,977,application_example,
cov_favorskii_and_homo-favorskii_rearrangement_994,Favorskii and Homo-Favorskii Rearrangement,Favorskii and Homo-Favorskii Rearrangement,Favorskii and Homo-Favorskii Rearrangement | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction,1.759 | 1.629 | 1.444,Favorskii and Homo-Favorskii Rearrangement | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction | Lieben Haloform Reaction | Pinnick Oxidation,True,True,True,False,994,application_example,
cov_feist-bénary_furan_synthesis_895,Feist-Bénary Furan Synthesis,Horner-Wadsworth-Emmons Olefination,Horner-Wadsworth-Emmons Olefination | Acetoacetic Ester Synthesis | Retro-Claisen Reaction,2.465 | 2.304 | 2.191,Horner-Wadsworth-Emmons Olefination | Acetoacetic Ester Synthesis | Retro-Claisen Reaction | Claisen Condensation / Claisen Reaction | Feist-Bénary Furan Synthesis,False,False,True,False,895,application_example,
cov_feist-bénary_furan_synthesis_896,Feist-Bénary Furan Synthesis,Acetoacetic Ester Synthesis,Acetoacetic Ester Synthesis | Robinson Annulation | Paal-Knorr Furan Synthesis,3.259 | 2.803 | 2.292,Acetoacetic Ester Synthesis | Robinson Annulation | Paal-Knorr Furan Synthesis | Regitz Diazo Transfer | Michael Addition Reaction,False,False,False,False,896,application_example,
cov_ferrier_reaction_891,Ferrier Reaction,Ferrier Reaction,Ferrier Reaction | Koenigs-Knorr Glycosidation | Kahne Glycosidation,1.397 | 0.479 | 0.468,Ferrier Reaction | Koenigs-Knorr Glycosidation | Kahne Glycosidation | Aldol Reaction | Peterson Olefination,True,True,True,False,891,application_example,
cov_ferrier_reaction_892,Ferrier Reaction,Ferrier Reaction,Ferrier Reaction | Charette Asymmetric Cyclopropanation | Ring-Closing Metathesis,1.397 | 1.05 | 0.573,Ferrier Reaction | Charette Asymmetric Cyclopropanation | Ring-Closing Metathesis | Alder (Ene) Reaction (Hydro-Allyl Addition) | Sharpless Asymmetric Epoxidation,True,True,True,False,892,application_example,
cov_finkelstein_reaction_885,Finkelstein Reaction,Finkelstein Reaction,Finkelstein Reaction | Tsuji-Wilkinson Decarbonylation Reaction | Williamson Ether Synthesis,1.784 | 0.768 | 0.674,Finkelstein Reaction | Tsuji-Wilkinson Decarbonylation Reaction | Williamson Ether Synthesis | Brown Hydroboration Reaction | Wurtz Coupling,True,True,True,False,885,application_example,
cov_finkelstein_reaction_886,Finkelstein Reaction,Arbuzov Reaction (Michaelis-Arbuzov Reaction),Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Finkelstein Reaction | Eschweiler-Clarke Methylation,2.78 | 2.603 | 2.429,Arbuzov Reaction (Michaelis-Arbuzov Reaction) | Finkelstein Reaction | Eschweiler-Clarke Methylation | Clemmensen Reduction | Wolff-Kishner Reduction,False,True,True,False,886,application_example,
cov_fischer_indole_synthesis_897,Fischer Indole Synthesis,Fischer Indole Synthesis,Fischer Indole Synthesis | Madelung Indole Synthesis | Wolff-Kishner Reduction,3.656 | 1.815 | 1.422,Fischer Indole Synthesis | Madelung Indole Synthesis | Wolff-Kishner Reduction | Clemmensen Reduction | Larock Indole Synthesis,True,True,True,False,897,application_example,
cov_fischer_indole_synthesis_898,Fischer Indole Synthesis,Fischer Indole Synthesis,Fischer Indole Synthesis | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation,4.005 | 2.205 | 2.015,Fischer Indole Synthesis | Eschenmoser Methenylation | Enders SAMP/RAMP Hydrazone Alkylation | Stork Enamine Synthesis | Meerwein-Ponndorf-Verley Reduction,True,True,True,False,898,application_example,
cov_fleming-tamao_oxidation_899,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation | Eschweiler-Clarke Methylation | Wolff-Kishner Reduction,3.109 | 2.302 | 1.946,Fleming-Tamao Oxidation | Eschweiler-Clarke Methylation | Wolff-Kishner Reduction | Clemmensen Reduction | Ley Oxidation,True,True,True,False,899,application_example,
cov_fleming-tamao_oxidation_900,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation | Eschweiler-Clarke Methylation | Clemmensen Reduction,3.172 | 2.107 | 1.835,Fleming-Tamao Oxidation | Eschweiler-Clarke Methylation | Clemmensen Reduction | Wolff-Kishner Reduction | Arbuzov Reaction (Michaelis-Arbuzov Reaction),True,True,True,False,900,application_example,
cov_friedel-crafts_acylation_901,Friedel-Crafts Acylation,Friedel-Crafts Acylation,Friedel-Crafts Acylation | Aza-Wittig Reaction | Claisen Condensation / Claisen Reaction,2.203 | 1.307 | 1.28,Friedel-Crafts Acylation | Aza-Wittig Reaction | Claisen Condensation / Claisen Reaction | Lieben Haloform Reaction | Friedel-Crafts Alkylation,True,True,True,False,901,application_example,
cov_friedel-crafts_acylation_902,Friedel-Crafts Acylation,Arndt-Eistert Homologation / Synthesis,Arndt-Eistert Homologation / Synthesis | Friedel-Crafts Acylation | Barton Radical Decarboxylation Reaction,1.997 | 1.71 | 1.376,Arndt-Eistert Homologation / Synthesis | Friedel-Crafts Acylation | Barton Radical Decarboxylation Reaction | Claisen Condensation / Claisen Reaction | Horner-Wadsworth-Emmons Olefination,False,True,True,False,902,application_example,
cov_friedel-crafts_alkylation_903,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation | Friedel-Crafts Acylation | Gattermann and Gattermann-Koch Formylation,5.265 | 2.112 | 1.541,Friedel-Crafts Alkylation | Friedel-Crafts Acylation | Gattermann and Gattermann-Koch Formylation | Sandmeyer Reaction | Grignard Reaction,True,True,True,False,903,application_example,
